"Kvinder";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Kvinder";2024;"Til Vordingborg";"Fra Assens";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;2;0
"Kvinder";2024;"Til Vordingborg";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Langeland";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Odense";0;1;3;0;0;1;1;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Svendborg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Esbjerg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Fredericia";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Kolding";0;0;1;0;0;0;0;0;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Vejen";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Randers";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Skanderborg";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Syddjurs";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Aarhus";2;0;2;1;0;1;1;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Ikast-Brande";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Skive";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Thisted";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Aalborg";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra København";0;1;0;0;0;1;0;3;1;0
"Kvinder";2024;"Til Assens";"Fra Frederiksberg";0;0;0;0;0;0;0;1;0;1
"Kvinder";2024;"Til Assens";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Tårnby";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Assens";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Gladsaxe";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Hvidovre";0;0;0;0;2;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Rødovre";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Helsingør";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Hillerød";1;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Bornholm";1;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Roskilde";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Faxe";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Holbæk";0;0;1;1;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Kalundborg";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Næstved";0;0;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Sorø";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Faaborg-Midtfyn";3;3;2;0;1;3;2;4;3;2
"Kvinder";2024;"Til Assens";"Fra Kerteminde";0;0;1;0;0;0;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Langeland";0;0;0;0;1;0;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Middelfart";2;5;4;0;2;4;1;0;1;3
"Kvinder";2024;"Til Assens";"Fra Nordfyns";0;2;1;2;0;1;3;2;0;1
"Kvinder";2024;"Til Assens";"Fra Nyborg";0;1;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Assens";"Fra Odense";13;20;20;9;17;9;14;15;14;9
"Kvinder";2024;"Til Assens";"Fra Svendborg";0;1;2;1;1;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Billund";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Esbjerg";0;1;2;0;1;1;1;0;0;1
"Kvinder";2024;"Til Assens";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Fredericia";0;1;3;0;0;2;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Kolding";0;0;0;0;0;2;0;0;2;0
"Kvinder";2024;"Til Assens";"Fra Sønderborg";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Tønder";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Assens";"Fra Varde";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Vejen";1;0;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Vejle";0;1;0;0;1;0;2;0;0;0
"Kvinder";2024;"Til Assens";"Fra Aabenraa";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Favrskov";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Assens";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Horsens";0;0;0;0;0;0;0;1;1;0
"Kvinder";2024;"Til Assens";"Fra Norddjurs";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Randers";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Silkeborg";0;0;0;1;0;1;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Skanderborg";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Assens";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Aarhus";0;1;0;1;2;1;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Herning";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Holstebro";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Ikast-Brande";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Ringkøbing-Skjern";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Viborg";0;2;0;1;0;1;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Jammerbugt";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Thisted";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Assens";"Fra Vesthimmerlands";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Assens";"Fra Aalborg";0;0;0;0;0;0;0;1;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra København";0;0;3;0;2;3;4;2;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Dragør";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Tårnby";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ballerup";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Gentofte";1;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Gladsaxe";0;0;1;1;0;0;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Hvidovre";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Lyngby-Taarbæk";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Furesø";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Gribskov";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Bornholm";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Guldborgsund";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Kalundborg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Lolland";0;0;0;0;0;0;1;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Næstved";0;1;1;0;1;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Odsherred";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ringsted";1;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Slagelse";0;2;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Assens";4;3;5;1;1;5;1;3;5;2
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Kerteminde";1;0;1;1;1;3;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Langeland";0;0;1;1;0;0;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Middelfart";0;0;0;0;0;2;0;2;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Nordfyns";1;1;0;0;0;2;1;1;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Nyborg";2;1;2;3;5;2;2;0;2;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Odense";14;10;22;10;20;11;16;29;16;16
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Svendborg";6;7;7;9;12;4;4;2;2;4
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ærø";1;0;1;0;1;0;0;0;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Billund";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Esbjerg";0;0;0;0;0;2;0;1;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Fredericia";1;0;2;1;0;0;0;0;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Haderslev";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Kolding";0;0;0;1;0;2;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Sønderborg";0;2;1;1;2;1;0;1;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Tønder";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Varde";0;1;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Vejen";0;2;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Vejle";0;1;1;0;0;0;1;0;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Horsens";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Randers";1;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Skanderborg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Syddjurs";0;1;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Aarhus";0;2;2;4;4;0;2;1;3;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Herning";1;0;0;1;0;0;0;0;0;1
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Holstebro";1;0;0;0;1;0;0;0;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ikast-Brande";2;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Ringkøbing-Skjern";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Viborg";0;1;0;0;1;0;0;0;1;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Frederikshavn";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Morsø";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Vesthimmerlands";1;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Faaborg-Midtfyn";"Fra Aalborg";0;0;0;0;0;1;0;1;0;0
"Kvinder";2024;"Til Kerteminde";"Fra København";0;2;2;0;3;1;1;1;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Frederiksberg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Ballerup";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Brøndby";1;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Hvidovre";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Kerteminde";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
