"Kvinder";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Kvinder";2024;"Til Slagelse";"Fra Esbjerg";0;0;1;1;1;0;0;0;0;1
"Kvinder";2024;"Til Slagelse";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Fredericia";0;0;1;1;0;1;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Haderslev";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Kolding";0;1;1;0;0;2;0;0;1;0
"Kvinder";2024;"Til Slagelse";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Varde";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Vejen";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Slagelse";"Fra Vejle";0;2;2;0;1;0;1;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Aabenraa";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Hedensted";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Slagelse";"Fra Horsens";0;1;1;0;1;0;0;0;1;0
"Kvinder";2024;"Til Slagelse";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Randers";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Slagelse";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Silkeborg";1;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Aarhus";5;2;0;1;0;1;0;3;2;1
"Kvinder";2024;"Til Slagelse";"Fra Herning";0;0;0;0;0;1;1;1;0;1
"Kvinder";2024;"Til Slagelse";"Fra Holstebro";0;0;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Slagelse";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Skive";1;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Struer";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Slagelse";"Fra Viborg";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Frederikshavn";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Hjørring";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Thisted";1;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Slagelse";"Fra Aalborg";0;1;0;2;2;1;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra København";5;3;1;4;7;6;3;2;6;5
"Kvinder";2024;"Til Sorø";"Fra Frederiksberg";0;1;1;3;1;2;1;1;1;1
"Kvinder";2024;"Til Sorø";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Tårnby";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Albertslund";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Ballerup";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Brøndby";0;0;1;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Gladsaxe";0;0;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Glostrup";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Sorø";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Hvidovre";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Høje-Taastrup";0;0;0;0;0;1;0;1;1;0
"Kvinder";2024;"Til Sorø";"Fra Ishøj";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Sorø";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Vallensbæk";1;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Egedal";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Fredensborg";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Frederikssund";0;2;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Gribskov";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Halsnæs";0;0;2;0;1;0;0;0;0;1
"Kvinder";2024;"Til Sorø";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Hillerød";0;0;0;0;2;0;0;0;0;1
"Kvinder";2024;"Til Sorø";"Fra Hørsholm";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Rudersdal";0;1;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Bornholm";0;0;0;0;1;1;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Greve";0;0;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Køge";0;1;2;1;1;1;0;0;1;1
"Kvinder";2024;"Til Sorø";"Fra Lejre";0;1;0;0;0;1;1;0;0;2
"Kvinder";2024;"Til Sorø";"Fra Roskilde";3;1;0;1;1;1;0;1;1;3
"Kvinder";2024;"Til Sorø";"Fra Solrød";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Faxe";0;1;0;1;1;0;0;1;0;0
"Kvinder";2024;"Til Sorø";"Fra Guldborgsund";1;0;0;0;0;2;0;0;0;1
"Kvinder";2024;"Til Sorø";"Fra Holbæk";1;6;3;2;3;2;0;5;5;2
"Kvinder";2024;"Til Sorø";"Fra Kalundborg";1;3;2;2;1;3;1;1;6;3
"Kvinder";2024;"Til Sorø";"Fra Lolland";0;0;0;0;0;0;0;0;1;1
"Kvinder";2024;"Til Sorø";"Fra Næstved";2;1;5;2;1;4;4;0;2;1
"Kvinder";2024;"Til Sorø";"Fra Odsherred";0;0;2;1;0;0;0;0;0;1
"Kvinder";2024;"Til Sorø";"Fra Ringsted";3;2;1;2;1;2;4;1;2;0
"Kvinder";2024;"Til Sorø";"Fra Slagelse";9;3;9;5;3;5;10;7;9;8
"Kvinder";2024;"Til Sorø";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Vordingborg";0;0;0;0;0;1;0;1;0;0
"Kvinder";2024;"Til Sorø";"Fra Assens";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Faaborg-Midtfyn";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Middelfart";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Nyborg";0;0;0;0;0;0;0;2;0;0
"Kvinder";2024;"Til Sorø";"Fra Odense";0;0;1;0;3;1;2;0;0;2
"Kvinder";2024;"Til Sorø";"Fra Svendborg";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Esbjerg";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Haderslev";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Kolding";1;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Sønderborg";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Varde";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Vejen";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Vejle";0;1;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Horsens";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Randers";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Aarhus";0;0;0;0;1;0;0;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Herning";0;0;0;0;0;0;1;0;1;0
"Kvinder";2024;"Til Sorø";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Lemvig";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Sorø";"Fra Aalborg";0;0;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra København";0;4;3;4;3;2;0;2;4;2
"Kvinder";2024;"Til Stevns";"Fra Frederiksberg";1;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Tårnby";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Albertslund";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Stevns";"Fra Ballerup";2;0;1;1;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Brøndby";0;0;0;0;1;0;0;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Gentofte";0;0;0;0;0;0;0;0;0;2
"Kvinder";2024;"Til Stevns";"Fra Gladsaxe";0;0;0;0;0;1;1;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Glostrup";0;0;0;0;0;0;1;0;1;0
"Kvinder";2024;"Til Stevns";"Fra Herlev";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Hvidovre";1;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Stevns";"Fra Høje-Taastrup";0;0;0;0;0;1;0;2;1;0
"Kvinder";2024;"Til Stevns";"Fra Ishøj";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Vallensbæk";0;0;0;0;0;1;0;1;0;1
"Kvinder";2024;"Til Stevns";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Egedal";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Furesø";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Hillerød";1;1;1;0;1;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Rudersdal";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Bornholm";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Greve";0;0;0;0;0;0;1;0;1;0
"Kvinder";2024;"Til Stevns";"Fra Køge";4;1;6;5;6;6;3;6;3;5
"Kvinder";2024;"Til Stevns";"Fra Lejre";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Roskilde";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Solrød";1;1;0;1;0;0;0;0;2;1
"Kvinder";2024;"Til Stevns";"Fra Faxe";1;1;3;1;0;0;4;1;0;1
"Kvinder";2024;"Til Stevns";"Fra Guldborgsund";0;0;1;0;0;0;1;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Holbæk";0;1;1;1;0;1;0;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Kalundborg";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Lolland";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Næstved";1;2;0;1;0;0;1;1;1;0
"Kvinder";2024;"Til Stevns";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Ringsted";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Stevns";"Fra Slagelse";0;0;1;0;0;0;1;0;0;2
"Kvinder";2024;"Til Stevns";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Vordingborg";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Assens";1;0;0;0;1;0;0;1;0;0
"Kvinder";2024;"Til Stevns";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Odense";0;0;0;0;2;1;0;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Svendborg";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Stevns";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Billund";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Stevns";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Hedensted";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Horsens";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Silkeborg";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Aarhus";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Stevns";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Ringkøbing-Skjern";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Frederikshavn";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Stevns";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Stevns";"Fra Aalborg";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra København";1;3;7;4;2;5;9;11;5;3
"Kvinder";2024;"Til Vordingborg";"Fra Frederiksberg";0;1;2;0;0;0;1;0;0;3
"Kvinder";2024;"Til Vordingborg";"Fra Dragør";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Tårnby";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Albertslund";1;0;0;1;0;0;0;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Ballerup";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Brøndby";0;2;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Gentofte";0;0;0;0;0;0;1;1;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Gladsaxe";0;1;0;0;0;2;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Glostrup";0;0;0;0;0;1;0;1;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Høje-Taastrup";0;1;0;1;0;0;0;2;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Ishøj";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Lyngby-Taarbæk";0;2;0;0;1;0;0;1;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Rødovre";0;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Vallensbæk";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Fredensborg";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Frederikssund";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Furesø";0;0;0;0;1;0;0;1;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Gribskov";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Vordingborg";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Helsingør";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Hillerød";0;1;0;0;0;0;0;0;0;2
"Kvinder";2024;"Til Vordingborg";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Rudersdal";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Bornholm";0;1;0;0;1;0;0;0;0;2
"Kvinder";2024;"Til Vordingborg";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Greve";1;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Køge";1;1;1;0;2;0;0;0;3;1
"Kvinder";2024;"Til Vordingborg";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Roskilde";1;1;2;0;0;0;0;1;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Solrød";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Faxe";1;1;3;1;0;1;1;0;1;1
"Kvinder";2024;"Til Vordingborg";"Fra Guldborgsund";0;0;3;2;5;3;11;0;3;4
"Kvinder";2024;"Til Vordingborg";"Fra Holbæk";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Lolland";2;2;1;1;1;1;1;3;3;0
"Kvinder";2024;"Til Vordingborg";"Fra Næstved";3;7;5;5;7;5;4;4;5;1
"Kvinder";2024;"Til Vordingborg";"Fra Odsherred";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Vordingborg";"Fra Ringsted";2;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Slagelse";1;0;2;0;1;2;1;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Sorø";0;0;2;0;0;0;0;1;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Stevns";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Vordingborg";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
